585,5488,512,,,,
586,643,510,,,,
587,1589,509,,,,
588,2393,508,,,,
589,1611,503,,,,
590,2034,503,,,,
591,8215,500,,,,
592,2642,497,,,,
593,8155,492,,,,
594,1453,491,,,,
595,2374,488,,,,
596,6491,487,,,,
597,1732,487,,,,
598,2369,487,,,,
599,00689R,483,,,,
600,6592,478,,,,
601,2906,475,,,,
602,2102,472,,,,
603,6142,472,,,,
604,4190,470,,,,
605,8936,469,,,,
606,2483,466,,,,
607,4755,465,,,,
608,8110,465,,,,
609,6187,463,,,,
610,3209,462,,,,
611,6509,460,,,,
612,1711,459,,,,
613,3432,456,,,,
614,2855,455,,,,
615,678,452,,,,
616,5522,451,,,,
617,1710,450,,,,
618,3218,448,,,,
619,4974,445,,,,
620,5704,445,,,,
621,6515,445,,,,
622,00647L,445,,,,
623,1409,444,,,,
624,6114,444,,,,
625,1785,443,,,,
626,3003,441,,,,
627,2231,440,,,,
628,8932,439,,,,
629,2882A,437,,,,
630,3413,436,,,,
631,6223,434,,,,
632,2442,434,,,,
633,915,430,,,,
634,6442,425,,,,
635,00641R,425,,,,
636,6266,424,,,,
637,6026,421,,,,
638,3645,418,,,,
639,6605,417,,,,
640,2103,415,,,,
641,3162,411,,,,
642,6216,409,,,,
643,3138,405,,,,
644,1815,404,,,,
645,00853B,404,,,,
646,3701,402,,,,
647,3430,402,,,,
648,4566,401,,,,
649,1789,400,,,,
650,9942,400,,,,
651,2208,399,,,,
652,907,393,,,,
653,5014,389,,,,
654,3419,387,,,,
655,1584,387,,,,
656,00738U,386,,,,
657,3023,386,,,,
658,1568,384,,,,
659,1612,384,,,,
660,9917,383,,,,
661,3511,383,,,,
662,006205,382,,,,
663,00751B,378,,,,
664,2038,377,,,,
665,2355,374,,,,
666,4105,372,,,,
667,6541,371,,,,
668,2028,370,,,,
669,733,370,,,,
670,5426,367,,,,
671,8096,367,,,,
672,8429,366,,,,
673,875,366,,,,
674,6209,364,,,,
675,8070,364,,,,
676,2547,362,,,,
677,2426,362,,,,
678,1734,360,,,,
679,02002L,359,,,,
680,8121,359,,,,
681,2723,359,,,,
682,6788,355,,,,
683,6470,354,,,,
684,6121,353,,,,
685,2349,352,,,,
686,5609,349,,,,
687,1810,349,,,,
688,2539,348,,,,
689,2230,346,,,,
690,6265,345,,,,
691,1569,345,,,,
692,8027,343,,,,
693,6206,343,,,,
694,4148,342,,,,
695,6806,342,,,,
696,4133,341,,,,
697,6186,341,,,,
698,6684,340,,,,
699,4155,340,,,,
700,5512,337,,,,
701,762,335,,,,
