2351,3
2387,3
2420,3
2436,3
2449,3
2481,3
2496,3
2527,3
2606,3
2755,3
3022,3
3138,3
3374,3
3402,3
3512,3
3557,3
3558,3
3684,3
4105,3
4205,3
4558,3
4739,3
4942,3
5007,3
5244,3
5878,3
6151,3
6161,3
6177,3
6184,3
6186,3
6197,3
6201,3
6210,3
6499,3
6570,3
6605,3
6671,3
6727,3
6790,3
8163,3
8182,3
8284,3
8941,3
3483,3
8916,3
9958,2.99
6508,2.99
6667,2.94
8271,2.89
6533,2.85
3680,2.8
00830,2.8
1513,2.8
1612,2.8
1615,2.8
1722,2.8
2014,2.8
2414,2.8
3264,2.8
6115,2.8
6188,2.8
6752,2.8
7556,2.8
8086,2.8
8367,2.8
9940,2.8
1560,2.8
2493,2.75
1216,2.7
1604,2.7
4162,2.7
5223,2.7
6470,2.69
2612,2.68
006204,2.68
8383,2.61
910322,2.6
1231,2.6
1312A,2.6
1526,2.6
1535,2.6
3567,2.6
6823,2.59
2945,2.59
3479,2.58
6451,2.56
2029,2.55
1598,2.51
4912,2.51
5457,2.5
1240,2.5
1305,2.5
1309,2.5
1338,2.5
1541,2.5
1583,2.5
1597,2.5
1720,2.5
2239,2.5
2352,2.5
2520,2.5
2535,2.5
2616,2.5
3219,2.5
3226,2.5
3552,2.5
3577,2.5
3583,2.5
4163,2.5
4584,2.5
5212,2.5
5425,2.5
6112,2.5
6143,2.5
6229,2.5
6538,2.5
6689,2.5
8039,2.5
8131,2.5
8240,2.5
8404,2.5
8420,2.5
8433,2.5
8916A,2.5
8928,2.5
8942,2.5
9930,2.5
6221,2.5
3305,2.5
4995,2.5
00727B,2.46
2881A,2.46
1527,2.4
2103,2.4
2838A,2.4
5388,2.4
6015,2.4
9924,2.4
00741B,2.39
6020,2.38
2887E,2.38
6807,2.37
1229,2.3
1259,2.3
3265,2.3
3444,2.3
5284,2.3
6023,2.3
8021,2.3
3689,2.29
2353,2.28
2882A,2.28
9933,2.26
2891B,2.25
2937,2.25
2471,2.24
006203,2.23
6693,2.22
3532,2.22
3231,2.2
1304,2.2
1702,2.2
2069,2.2
2368,2.2
2464,2.2
2916,2.2
3624,2.2
4722,2.2
5220,2.2
5469,2.2
6208,2.2
8048,2.2
8349,2.2
6275,2.2
3310,2.17
8050,2.16
2881B,2.16
3122,2.15
00791B,2.15
2882B,2.13
1532,2.11
6285,2.1
0056,2.1
1525,2.1
2362,2.1
2415,2.1
2642,2.1
2809,2.1
3580,2.1
4417,2.1
4972,2.1
6751,2.1
8049,2.1
8111,2.1
8289,2.1
8917,2.1
9937,2.1
3221,2.1
00790B,2.08
2476,2.08
6183,2.05
5291,2.01
6173,2.01
8104,2.01
4164,2.01
1210,2
1312,2
1325,2
1339,2
1452,2
1595,2
1708,2
1817,2
2013,2
2030,2
2063,2
2066,2
2115,2
2228,2
2231,2
2324,2
2338,2
2375,2
2401,2
2450,2
2465,2
2611,2
2617,2
3003,2
3032,2
3036A,2
3040,2
3312,2
3323,2
3426,2
3430,2
3501,2
3548,2
3702A,2
3706,2
3714,2
4420,2
4735,2
4746,2
4754,2
4768,2
4999,2
5013,2
5321,2
5464,2
5511,2
5519,2
5543,2
5608,2
5706,2
6128,2
6242,2
6270,2
6290,2
6405,2
6416,2
6426,2
6449,2
6506,2
6552,2
6615,2
6697,2
6806,2
8103,2
8438,2
8467,2
9925,2
9926,2
9941A,2
4737,2
1101,2
6205,2
00728,1.99
00770,1.95
6527,1.94
4716,1.94
1777,1.93
1795,1.93
2891C,1.92
6770,1.91
00701,1.9
1227,1.9
1904,1.9
2027,1.9
2453,1.9
2887F,1.9
3118,1.9
8349A,1.9
8905,1.9
8908,1.9
2855,1.89
00760B,1.88
6516,1.88
6789,1.86
00794B,1.86
00789B,1.86
00740B,1.86
5410,1.85
00720B,1.84
00765B,1.83
1802,1.82
2337,1.8
1503,1.8
1712,1.8
1752,1.8
2313,1.8
2363,1.8
2504,1.8
2851,1.8
2885,1.8
2888B,1.8
3206,1.8
3450,1.8
4305,1.8
4527,1.8
4554,1.8
4560,1.8
4908,1.8
5523,1.8
5876,1.8
6215,1.8
6532,1.8
6715,1.8
8032,1.8
8099,1.8
8390,1.8
8415,1.8
8431,1.8
00726B,1.79
4555,1.78
5213,1.77
6191,1.75
0051,1.75
1101B,1.75
8926,1.75
8401,1.73
6548,1.72
5203,1.71
00722B,1.71
2888A,1.71
0053,1.7
1234,1.7
1709,1.7
2354,1.7
3597,1.7
3705,1.7
5906,1.7
9918,1.7
9960,1.7
00749B,1.7
1742,1.69
3703,1.68
3646,1.68
6217,1.67
00725B,1.67
6216,1.67
00788B,1.66
4807,1.66
2608,1.65
2613,1.65
2886,1.65
6005,1.65
8054,1.65
00842B,1.63
00759B,1.62
8070,1.62
6125,1.61
00750B,1.61
6796,1.6
1225,1.6
1323,1.6
1569,1.6
1605,1.6
3071,1.6
3363,1.6
3540,1.6
3709,1.6
4535,1.6
5607,1.6
6024,1.6
6170,1.6
6174,1.6
6432,1.6
6662,1.6
6834,1.6
4175,1.6
8027,1.59
2539,1.59
00748B,1.57
00758B,1.57
00761B,1.57
00782B,1.57
3171,1.57
00747B,1.57
00724B,1.56
1516,1.55
6016,1.55
00870B,1.54
4906,1.54
6179,1.53
4577,1.53
4114,1.52
00721B,1.52
1109,1.5
4971,1.5
1402,1.5
1456,1.5
1530,1.5
1608,1.5
1717,1.5
1737,1.5
1760,1.5
1776,1.5
1907,1.5
2012,1.5
2038,1.5
2065,1.5
2070,1.5
2201,1.5
2235,1.5
2342,1.5
