3008,109.66
2454,73
3293,60
4966,53.72
3034,51.5
3592,45
2357,42
5274,36
8016,32
6732,30
2379,27
5269,26
6121,26
6669,25
6409,23.55
8299,23
2207,20
2609,20
5278,18.33
2603,18
6415,17.98
5287,17.63
3131,17
4961,17
6488,16
8081,16
3533,15.92
3545,15.84
3211,15.03
1565,15
5536,15
6582,15
6781,15
8454,15
4736,14.94
6613,14
6691,14
3529,14
2458,13.81
8924,13.7
6510,13.6
1590,13.3
2404,13.13
1256,13
2636,13
3515,13
2707,12.39
1264,12
1476,12
2247,12
2376,12
2615,12
4137,12
6670,12
6803,11.94
5289,11.82
5299,11.59
3661,11.35
3130,11.16
5904,11.1
3526,11.08
2330,11
3611,11
6150,11
8464,11
6756,10.99
6515,10.98
6457,10.89
2059,10.88
2377,10.5
2474,10.21
5609,10.2
8083,10.2
0052,10.19
2327,10.1
2383,10
2540,10
3563,10
5236,10
6462,10
6706,10
8046,10
8422,10
9921,10
4763,9.57
1477,9.5
6294,9.5
3665,9.45
6561,9.3
2227,9.06
6138,9.02
6271,9
2597,9
2912,9
3014,9
3026,9
3679,9
5306,9
6146,9
6728,9
3227,9
8436,8.92
5434,8.8
5209,8.79
3413,8.69
6747,8.68
1558,8.5
6491,8.5
6716,8.5
6763,8.5
6703,8.39
1301,8.2
6202,8.12
5508,8.01
3105,8
2348,8
3006,8
3152,8
3527,8
4583,8
4770,8
5283,8
5483,8
6176,8
6494,8
8341,8
8416,8
9914,8
8499,8
3406,7.99
2395,7.98
6683,7.76
1303,7.5
2548,7.5
3042,7.5
6560,7.5
6719,7.49
6204,7.2
6435,7.2
9941,7.2
6411,7.16
2729,7.15
6679,7.13
1537,7
1580,7
1788,7
2108,7
2114,7
3044,7
3357,7
3443,7
5471,7
5603,7
6414,7
9945,7
3653,7
3711,7
2360,6.98
3023,6.96
3010,6.8
6239,6.8
2753,6.73
3596,6.71
2382,6.6
6672,6.6
3465,6.5
4439,6.5
5522,6.5
5871,6.5
8481,6.5
2006,6.4
6486,6.37
6438,6.3
6643,6.3
2428,6.3
2545,6.3
3093,6.3
1707,6.1
2385,6.1
5604,6.1
1232,6
1341,6
2373,6
2451,6
3324,6
3388,6
3570,6
4171,6
4536,6
4766,6
6111,6
6147,6
6278,6
6523,6
6712,6
8155,6
8261,6
2345,6
6531,6
8482,5.87
6761,5.8
2752,5.7
2480,5.62
3217,5.6
6684,5.51
1773,5.5
2204,5.5
2308,5.5
2637,5.5
3218,5.5
3455,5.5
6525,5.5
6792,5.5
6811,5.5
8938,5.5
6546,5.46
3260,5.43
2233,5.4
3556,5.4
4952,5.4
1582,5.3
5234,5.3
6277,5.3
4580,5.22
2317,5.2
4549,5.2
5478,5.2
6231,5.2
6412,5.2
6469,5.14
6568,5.02
3036,5.01
2542,5.01
6274,5
4938,5
0050,5
1315,5
2015,5
2347,5
2441,5
2643,5
2723,5
2915,5
2947,5
3169,5
3257,5
3376,5
3546,5
3587,5
3675,5
4551,5
4572,5
4755,5
4919,5
4935,5
4958,5
5215,5
5474,5
5546,5
6180,5
6203,5
6213,5
6214,5
6261,5
6269,5
6279,5
6281,5
6456,5
6640,5
6762,5
6788,5
8213,5
8478,5
9917,5
9942,5
6485,4.98
4416,4.96
6664,4.9
6547,4.83
1326,4.8
4930,4.8
5903,4.7
6263,4.7
6123,4.65
2412,4.61
6464,4.6
4953,4.59
4760,4.58
2492,4.51
4923,4.51
5403,4.5
6472,4.5
4568,4.5
6651,4.5
4571,4.5
2049,4.5
2702,4.5
3189,4.5
4107,4.5
4126,4.5
4557,4.5
5288,4.5
5347,4.5
6104,4.5
6187,4.5
6641,4.5
6654,4.5
6830,4.5
8114,4.5
8424,4.5
8446,4.5
9927,4.5
3416,4.5
5245,4.48
6196,4.45
5534,4.41
4728,4.4
6195,4.4
2732,4.34
00731,4.3
3017,4.3
3045,4.3
4974,4.3
5312,4.3
8150,4.3
9939,4.3
6224,4.25
6829,4.25
4438,4.2
6592,4.2
8358,4.2
9802,4.17
1436,4.15
6257,4.13
3484,4.1
9910,4.1
3588,4
3141,4
4104,4
1215,4
1723,4
2031,4
2455,4
2478,4
2881,4
3090,4
3147,4
3167,4
3491,4
4440,4
4927,4
4987,4
5285,4
5371,4
6192,4
6206,4
6223,4
6569,4
6581,4
6591,4
6655,4
6855,4
8109,4
8112,4
8255,4
8279,4
8437,4
2439,3.97
8091,3.91
5520,3.9
4123,3.89
6577,3.85
1235,3.8
3528,3.8
3669,3.8
4721,3.8
5871A,3.8
6505,3.8
6590,3.8
8435,3.8
2408,3.7
3019,3.7
3213,3.7
4138,3.7
6690,3.7
6189,3.68
3029,3.6
2397,3.6
2546,3.6
3438,3.6
5439,3.6
6292,3.6
6642,3.6
9911,3.6
1593,3.6
3005,3.59
6721,3.56
2430,3.54
3081,3.5
1726,3.5
1808,3.5
2393,3.5
2433,3.5
2459,3.5
2640,3.5
2882,3.5
3086,3.5
3537,3.5
3551,3.5
3702,3.5
4190,3.5
4968,3.5
5015,3.5
5222,3.5
6754,3.5
6768,3.5
9938,3.5
3530,3.5
3028,3.44
3037,3.4
3048,3.4
8342,3.4
1102,3.4
2028,3.35
6227,3.35
4933,3.32
2467,3.3
3015,3.3
3030,3.3
3035,3.3
5016,3.3
9951,3.3
6026,3.28
3078,3.25
4904,3.25
2250,3.22
4977,3.22
2850,3.2
3209,3.2
4506,3.2
4945,3.2
5538,3.2
6514,3.2
6556,3.2
6735,3.2
6776,3.2
8069,3.2
8480,3.2
2472,3.2
2236,3.18
4915,3.1
2002,3.1
2002A,3.1
5493,3.1
6579,3.1
3088,3.04
6171,3.04
3541,3.03
3033,3.01
8210,3
2340,3
6585,3
6245,3
1268,3
1308,3
1342,3
1515,3
1599,3
1730,3
2020,3
2211,3
2221,3
2303,3
